2022-03-27 01:17:52 PM | Add Appointments | MTLA231020 Dental 5 | null=MTLA231020=Dental=5=null=null
2022-04-07 11:25:26 AM | Book Appointment | MTLP8520 MTLE852010 DENTAL | Appointmnet is not available on this day->Failed
2022-04-07 11:30:45 AM | Add Appointments | MTLA0000 MTLM987654 PHYSICIAN 6 | Appointment added Successfully->Success
2022-04-07 11:32:21 AM | List Appointment Availibility | DENTAL | MTLM231022 5,,->Nuetral
2022-04-09 12:19:47 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added successfully->Success
2022-04-09 12:21:13 PM | Book Appointment | MTLP8520 MTLM852010 PHYSICIAN | There are no appointmnets for PHYSICIAN->Failed
2022-04-09 12:26:35 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added successfully->Success
2022-04-09 12:49:26 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 12:50:13 PM | Add Appointments | MTLA0000 MTLE789456 DENTAL 5 | Appointment added Successfully.->Success
2022-04-09 12:51:34 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added successfully->Success
2022-04-09 12:53:23 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added successfully->Success
2022-04-09 01:08:55 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added successfully->Success
2022-04-09 01:09:26 PM | Remove Appointments | MTLM231022 DENTAL | successful->Success
2022-04-09 01:16:09 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 01:17:55 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added successfully->Success
2022-04-09 01:22:49 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 01:23:18 PM | Get Appointment Schedule | MTLP8520 | Appointment Schedule Empty For MTLP8520->Nuetral
2022-04-09 01:29:11 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 01:29:59 PM | Remove Appointments | MTLM231022 DENTAL | successful->Success
2022-04-09 01:42:05 PM | Add Appointments | MTLA0000 MTLA789454 DENTAL 12 | Appointment added Successfully->Success
2022-04-09 01:42:46 PM | Remove Appointments | MTLA789454 DENTAL | successful->Success
2022-04-09 01:49:46 PM | Add Appointments | MTLA0000 MTLM2310222 DENTAL 5 | Appointment added successfully->Success
2022-04-09 01:52:50 PM | Remove Appointments | MTLM2310222 DENTAL | Appointment removedMTLM2310222->Success
2022-04-09 01:53:23 PM | Get Appointment Schedule | MTLA1212 | ->Nuetral
2022-04-09 01:56:44 PM | Add Appointments | MTLA0000 MTLM2310222 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 01:57:50 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 6 | Appointment added Successfully->Success
2022-04-09 01:58:23 PM | Remove Appointments | MTLM231022 DENTAL | The MTLM231022 has been removed from DENTAL appointment.->Success
2022-04-09 01:58:44 PM | List Appointment Availibility | DENTAL | ,->Nuetral
2022-04-09 02:17:23 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added successfully->Success
2022-04-09 02:21:37 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 02:23:22 PM | Add Appointments | MTLA0000 MTLM231022. DENTAL 5 | Appointment added Successfully->Success
2022-04-09 02:27:06 PM | List Appointment Availibility | DENTAL | MTLM231022. 5,,->Nuetral
2022-04-09 02:27:43 PM | Book Appointment | MTLP8520 MTLM231022 DENTAL | Appointmnet is not available on this day->Failed
2022-04-09 02:28:21 PM | Add Appointments | MTLA0000 MTLA111111 PHYSICIAN 12 | Appointment added Successfully->Success
2022-04-09 02:28:59 PM | Book Appointment | MTLP8520 MTLA111111 PHYSICIAN | Appointment booked Successfully->Success
2022-04-09 02:29:48 PM | Get Appointment Schedule | MTLP8520 | Montreal Hospital : ,PHYSICIAN,MTLA111111,,->Nuetral
2022-04-09 02:30:52 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 12 | Appointment added Successfully->Success
2022-04-09 02:31:21 PM | List Appointment Availibility | DENTAL | MTLM231022 12,,->Nuetral
2022-04-09 02:32:26 PM | Add Appointments | MTLA0000 MTLE231022 PHYSICIAN 5 | Appointment added Successfully->Success
2022-04-09 02:33:45 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 02:34:18 PM | List Appointment Availibility | DENTAL | MTLM231022 5,,->Nuetral
2022-04-09 02:36:44 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 02:37:17 PM | Add Appointments | MTLA0000 MTLE241022 PHYSICIAN 6 | Appointment added Successfully->Success
2022-04-09 02:48:55 PM | Add Appointments | MTLA0000 MTLA242424 DENTAL 12 | Appointment added Successfully->Success
2022-04-09 02:49:31 PM | Add Appointments | MTLA0000 MTLA424242 PHYSICIAN 10 | Appointment added Successfully->Success
2022-04-09 02:50:00 PM | List Appointment Availibility | DENTAL | MTLA242424 12,,->Nuetral
2022-04-09 02:50:25 PM | Book Appointment | MTLP1212 MTLA111111 DENTAL | Appointmnet is not available on this day->Failed
2022-04-09 02:50:50 PM | Book Appointment | MTLP1212 MTLA888888 DENTAL | Appointmnet is not available on this day->Failed
2022-04-09 02:51:19 PM | Book Appointment | MTLP1212 MTLA999999 PHYSICIAN | Appointmnet is not available on this day->Failed
2022-04-09 02:52:02 PM | List Appointment Availibility | DENTAL | MTLA242424 12,,->Nuetral
2022-04-09 03:41:30 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 03:45:37 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment updated successfully->Success
2022-04-09 03:46:26 PM | Add Appointments | MTLA0000 MTLM231022 DENTAL 5 | Appointment added Successfully->Success
2022-04-09 03:46:48 PM | Add Appointments | MTLA0000 MTLE241022 PHYSICIAN 4 | Appointment added successfully->Success
